date,geography,geography code,tenure_of_household_owned_owns_outright,tenure_of_household_owned_owns_with_a_mortgage_or_loan,home_ownership_stability,home_ownership_stability_lower_2_5,home_ownership_stability_upper_97_5,tenure_of_household_private_rented_private_landlord_or_letting_agency,tenure_of_household_lives_rent_free,tenure_of_household_shared_ownership,rental_insecurity_score,rental_insecurity_score_lower_2_5,rental_insecurity_score_upper_97_5
2011,Wokingham,E06000041,248,26642,-0.11238896042699996,-1.7075899678773268,1.478383031257744,6001,143,363,-0.24132532137780824,-1.6752190425190252,1.1957707131692883
2021,Wokingham,E06000041,24952,27647,0.24712692010451093,-1.2495980611994157,1.7120231321380623,8665,27,1426,0.0313586233553019,-1.345239365020712,1.4332495160752108
2011,Milton Keynes,E06000042,101,35756,0.055877948658243706,-1.5002577372882497,1.5840127067196101,15930,160,875,0.15788838466042096,-1.2384318648357848,1.5468705218105134
2021,Milton Keynes,E06000042,27193,34752,0.36340134508132593,-1.134054784331353,1.9556787195520986,21780,149,6905,1.2500159388289036,-0.12477652172103373,2.6480889635583833
2021,Brighton and Hove,E06000043,30444,31973,0.4119256816439928,-1.1888750344613175,2.0351559818717746,37167,253,997,0.7111969248101924,-0.7015249572274486,2.121923393266295
2011,Brighton and Hove,E06000043,131,36393,0.04987119316119155,-1.5803090280188608,1.737027531704242,34081,226,1521,0.7959192400482467,-0.6696829213922751,2.182238143665343
2021,Portsmouth,E06000044,21958,23066,0.14234980057269608,-1.3783474396435182,1.770908106501503,22196,186,769,0.29497899681364603,-1.0266362159119413,1.7369162313700899
2011,Portsmouth,E06000044,509,26281,-0.11461965958531493,-1.559336508924447,1.439350313753099,19044,410,1135,0.5723100651177268,-0.8360980164038567,2.018008390080347
2021,Southampton,E06000045,23049,25789,0.2051286651759612,-1.3298107484492514,1.7979532243858485,28063,134,1061,0.4352717281412003,-0.9898930379848888,1.8370182249610958
2011,Southampton,E06000045,87,27587,-0.07056430914917719,-1.5752317778328468,1.4788035866872524,23007,305,1050,0.5221186741758109,-0.9353284467827911,1.9294342596730043
2021,Isle of Wight,E06000046,28737,15083,0.07238676404012243,-1.5125801675499715,1.6277486823892318,11731,9,509,-0.2659972942123593,-1.62526784277909,1.2176686420007776
2011,Isle of Wight,E06000046,94,17726,-0.2860797568645909,-1.8971677943126128,1.3414978330906921,9663,100,782,-0.0939228555369186,-1.50969565607529,1.3119129844570911
2021,County Durham,E06000047,81046,65775,1.2199478442434541,-0.3093351708889209,2.774308682959781,35156,195,692,0.4937804427688457,-0.969319463067874,1.8320602794671936
2011,County Durham,E06000047,185,77912,0.5885817719333059,-1.0252514833700772,2.102503855838445,25498,338,2121,0.9231722515556379,-0.5522628105352229,2.3843723548929527
2011,Cheshire East,E06000049,223,58920,0.3744764284087562,-1.1790735813631266,1.9430500225686012,18244,271,1200,0.4647431480679949,-0.9737646526027781,1.8895120679921638
2021,Cheshire East,E06000049,69191,56455,1.104336605224499,-0.5040208427249392,2.704783332064645,23868,79,1772,0.49423095920714755,-0.9599320431957833,1.9473659715614051
2011,Cheshire West and Chester,E06000050,313,50976,0.26173803522629363,-1.3548102856648958,1.8595359645366283,16021,300,1100,0.39609675514530246,-1.095121789943818,1.7745337453915595
2021,Cheshire West and Chester,E06000050,57620,48336,0.9124477203547487,-0.6280436419158546,2.5042994840662267,21291,159,1945,0.6114088218869745,-0.8247304381237733,2.043522732938882
2011,Shropshire,E06000051,777,39690,0.12033694716343718,-1.3839471195836044,1.7466954547333753,17013,428,1203,0.5570120310154913,-0.899812730684543,1.9740253658789868
2021,Shropshire,E06000051,59262,36522,0.8311437556343022,-0.7289133242286626,2.4069553096168095,20425,89,1170,0.26051029969849265,-1.121700832612681,1.6925491351159672
2021,Cornwall,E06000052,104659,61299,1.3160784280913043,-0.19662378527394558,2.8376255736178884,41545,216,2949,1.1694887999393853,-0.1593329224468749,2.5995589226052096
2011,Cornwall,E06000052,815,66411,0.5080053107358345,-1.070729232890234,2.078845037390886,33938,667,3185,1.3461858218634013,-0.04248931128795454,2.773843662159599
2011,Isles of Scilly,E06000053,36,99,-0.547403761842005,-2.1143336415481535,1.0015036777515918,204,41,13,-0.6081381919260435,-2.0295704039112525,0.7837174903034182
2021,Isles of Scilly,E06000053,320,98,-0.5534762230262147,-2.1204539121282076,1.0849623140600657,224,1,14,-0.6224873651036307,-2.0393409657767423,0.7967272604596152
2021,Wiltshire,E06000054,80220,63547,1.2314319328811945,-0.3106510049646577,2.8106688161309052,27674,118,2546,0.8460131908384255,-0.5348615197967397,2.2293509570187915
2011,Wiltshire,E06000054,3295,65349,0.5362425771914765,-1.0026819977778016,2.096795902181885,22903,2220,1550,1.3184682178697547,-0.028835987609516764,2.6470852136354726
2021,Bedford,E06000055,23359,23605,0.15577257478679138,-1.4423200718401392,1.723878612967545,12905,42,1427,0.13517557562111027,-1.3079773238756627,1.5887157635389748
2011,Bedford,E06000055,114,21919,-0.20604159696279992,-1.7614881186336058,1.3571390073061786,9310,172,514,-0.07858780475138671,-1.511208428176019,1.2768073639725648
2021,Central Bedfordshire,E06000056,40618,45305,0.718336942406959,-0.8570138252240461,2.309901957279449,14329,75,2112,0.3876362967407484,-1.0579770382719949,1.8339602429979889
2011,Central Bedfordshire,E06000056,459,42704,0.1752441505175607,-1.412586867262878,1.6766924514022195,10973,424,756,0.3063045534129878,-1.1743526195096765,1.725580454607613
2011,Northumberland,E06000057,434,45121,0.1779254470597596,-1.4856193415810492,1.7811366183139479,16225,370,1388,0.6033154925850263,-0.7589850795600435,1.9388738464280575
2021,Northumberland,E06000057,56684,39104,0.839079236661378,-0.7720960372691256,2.330159831191939,20149,120,801,0.17596775391651448,-1.2378561484995791,1.6468875038605533
2011,Aylesbury Vale,E07000004,361,28095,-0.085094064073804,-1.661448428780074,1.5131563419991367,8096,238,539,-0.07789274627349256,-1.559242090506459,1.2842979724370767
2021,Aylesbury Vale,E07000004,77213,77026,1.2825622203663645,-0.21879645329718064,2.8414325932546944,29769,110,2813,0.9106265791826413,-0.5367841340965709,2.3136381525533123
2021,Chiltern,E07000005,77213,77026,1.2786498351989102,-0.26057449071821914,2.836160741037323,29769,110,2813,0.900985867315492,-0.5330329858462882,2.259894057243502
2011,Chiltern,E07000005,88,13227,-0.3513700757570235,-1.862949007944984,1.1543825513321389,3039,47,140,-0.5216065342085524,-1.8980540564574648,0.9205648803151328
2021,South Bucks,E07000006,77213,77026,1.2917470985770212,-0.2198205066960997,2.9123410432258,29769,110,2813,0.9147351531224499,-0.468913061537634,2.281708454199576
2011,South Bucks,E07000006,140,9354,-0.40635461997521194,-1.9751167070603366,1.2310810459621284,2653,84,134,-0.4843825731806961,-1.8561479292794474,0.9944267973341336
2011,Wycombe,E07000007,567,25392,-0.10641910063103002,-1.726027857693755,1.4970415902006804,8900,369,480,0.12961451264242677,-1.262889501739499,1.5321078760511273
2021,Wycombe,E07000007,77213,77026,1.2769227704366513,-0.2852720683024459,2.8407037536516193,29769,110,2813,0.8971964261826639,-0.5628472541425428,2.3664987911836053
2011,Cambridge,E07000008,281,10532,-0.3827628633747896,-1.9536678872213145,1.2035021459239819,11170,413,394,0.17840794054153042,-1.2499081080048895,1.6467928546812831
2021,Cambridge,E07000008,12897,10234,-0.19954577793744652,-1.7403475905421788,1.3925735074266012,14735,86,872,0.031745034581309735,-1.3008467166490374,1.3625084683227315
2011,East Cambridgeshire,E07000009,100,12574,-0.3380636493215361,-1.920195590863778,1.219416136642117,4144,59,273,-0.43771407096570936,-1.8117945519820489,0.8727095238832372
2021,East Cambridgeshire,E07000009,13485,11822,-0.24651358024986578,-1.8313725669153111,1.3131995563588463,5103,10,565,-0.3752135377812235,-1.7926726381254372,0.9980922487443673
2011,Fenland,E07000010,55,13946,-0.3286323722035645,-1.8923564942082522,1.256569306802274,5802,70,414,-0.3473444097149527,-1.7806281953844005,1.0770432392622338
2021,Fenland,E07000010,16632,12820,-0.10427511137884761,-1.6650706370002026,1.4509967960878694,7788,19,236,-0.4005952671445482,-1.9554846485334327,1.0237221023569378
2021,Huntingdonshire,E07000011,27621,25402,0.24404505510010147,-1.330052299805405,1.7177557723595234,11117,23,1051,-0.03311043928450936,-1.4112615501894672,1.3269935110828572
2011,Huntingdonshire,E07000011,311,27227,-0.11116522225819593,-1.6511878171592174,1.369094805511015,8636,230,593,-0.0398928295574979,-1.417531268624611,1.33194742023981
2021,South Cambridgeshire,E07000012,24426,21736,0.1401316660682878,-1.5104733034955204,1.721691544435732,8055,78,1677,0.14807252570639662,-1.310028548749281,1.5015461381368636
2011,South Cambridgeshire,E07000012,362,21370,-0.22511380155660712,-1.8548947781153942,1.3327162097741558,6213,249,350,-0.12398379183973716,-1.5799798591865573,1.36797621634164
2021,Allerdale,E07000026,18770,11276,-0.10887390249243861,-1.6614022172459373,1.398364230241314,4241,10,241,-0.48411282400774436,-1.9423089804311673,0.9176899624763281
2011,Allerdale,E07000026,68,12531,-0.30191743282797795,-1.8664660146919823,1.2656532462730201,3595,82,397,-0.34880887211393447,-1.808215846293512,1.1056461655842666
2021,Barrow-in-Furness,E07000027,12250,10211,-0.24172152363615998,-1.8639186508146792,1.2893558289143707,4588,34,54,-0.5312688350853578,-1.9028980276613545,0.8585207453840835
2011,Barrow-in-Furness,E07000027,49,11515,-0.33396629611050904,-1.8969506090308672,1.2483827013563689,4005,56,332,-0.4167338269755238,-1.7958581774469766,0.9863099538116697
2021,Carlisle,E07000028,19427,14620,-0.05841875618717346,-1.5965718478342932,1.4331559356770307,7687,25,419,-0.3731111443535535,-1.794475829773639,1.0305119222023245
2011,Carlisle,E07000028,104,16245,-0.28930896520671967,-1.877219303260104,1.2687104074855147,6221,96,493,-0.2784814616290236,-1.742015261846005,1.104876548442738
2021,Copeland,E07000029,12988,8849,-0.2548328506952177,-1.9143101497438915,1.3273242182827125,2726,25,98,-0.5440824195863023,-1.8929306906098624,0.8235527557175699
2011,Copeland,E07000029,51,10356,-0.38047204402381013,-1.858707389358819,1.1964656248609287,2315,56,243,-0.4611864012885526,-1.8840807552813459,0.9448332250404161
2021,Eden,E07000030,11661,5702,-0.30273429431424126,-1.8742880271238493,1.2286372826457024,3522,0,256,-0.544326663730877,-1.9415779682073164,0.8930709043723093
2011,Eden,E07000030,103,6210,-0.45504847859882985,-2.089523984892955,1.0791322161002717,3216,56,310,-0.44925060019393265,-1.9045283444547265,0.898257710128546
2011,South Lakeland,E07000031,176,13174,-0.3544415492674755,-1.937189190250708,1.2002264016018145,5831,96,530,-0.2634780425160562,-1.7018875253301773,1.0847440722912334
2021,South Lakeland,E07000031,22394,11873,-0.059929827468508626,-1.5876611126490394,1.4164948148683776,6525,28,276,-0.4110771013765576,-1.8686711031919083,0.9417106008940325
2011,Amber Valley,E07000032,51,18868,-0.2084625898838338,-1.7806124338938347,1.3311990448083575,5618,90,441,-0.288111092140962,-1.6702067993943563,1.1279481147703776
2021,Amber Valley,E07000032,23051,17474,0.08425714000727526,-1.4923137485132443,1.6027673655851178,7174,51,297,-0.3551769798131727,-1.7394198771659664,1.0834822709581167
2021,Bolsover,E07000033,12391,10873,-0.20547324166399183,-1.8141719596592505,1.3747835100245602,5373,63,117,-0.46019230687291973,-1.8316319481919028,0.9638079381501238
2011,Bolsover,E07000033,27,11272,-0.3636929410575834,-1.9305056525757587,1.2380946069349088,3871,34,344,-0.4938643813193455,-1.8861746472023706,0.9235462364830563
2021,Chesterfield,E07000034,17249,12824,-0.10888198138307907,-1.6589303300273845,1.5250351086672786,6882,79,158,-0.39776743641273393,-1.8024753741151993,0.9568494177460165
2011,Chesterfield,E07000034,38,14482,-0.32891291049616506,-1.8501864681207623,1.254026248125222,5291,73,411,-0.35595260593557254,-1.7574394389139,1.026052207926968
2011,Derbyshire Dales,E07000035,86,8756,-0.3720356565907576,-1.948464539798402,1.2567404228131032,3423,75,276,-0.39063683098322444,-1.798372022959142,0.9928944007178733
2021,Derbyshire Dales,E07000035,15405,7824,-0.1812554422271597,-1.7242392384734748,1.396558189806032,3731,10,319,-0.47919060602745084,-1.8811740050386827,0.8692283627178278
2011,Erewash,E07000036,31,18784,-0.2243790035934024,-1.7578497605804249,1.3490335542348857,5762,74,398,-0.3611344238118045,-1.8269586747868307,1.0715117810798778
2021,Erewash,E07000036,18887,16285,-0.011402780827102303,-1.7166380043965352,1.5895318262872664,7518,31,265,-0.4258088517474995,-1.8484832592299032,1.0052229847836858
2021,High Peak,E07000037,16367,12562,-0.12002704384726996,-1.7048347763716996,1.4388683697428146,5633,57,284,-0.38737878252167485,-1.8258216356103298,1.0126792655714172
2011,High Peak,E07000037,37,14366,-0.3498470918285525,-1.8806308255489719,1.2482729254798506,4706,74,414,-0.35893110260903427,-1.7678707797730806,1.0866765330841746
2021,North East Derbyshire,E07000038,18959,13467,-0.08483364639146736,-1.5903410573226855,1.485477865667304,3841,86,270,-0.4336824398741478,-1.8300242125529225,0.9608751554921833
2011,North East Derbyshire,E07000038,33,14060,-0.3022082857395561,-1.9051421997841862,1.212492897788187,2800,58,292,-0.48367795330190727,-1.8233517430466657,0.892788545615852
2011,South Derbyshire,E07000039,91,16179,-0.30569774980765735,-1.8786242716359354,1.2474186141948889,4603,49,344,-0.3887219599848935,-1.7252141199367363,1.0561692730741128
2021,South Derbyshire,E07000039,16388,17321,-0.024230040881807486,-1.5819272560381819,1.5458124733555554,5836,48,368,-0.36366904689488133,-1.8051281642046955,1.043710267942689
2021,East Devon,E07000040,31228,16967,0.18126974601308177,-1.3741414082445915,1.6808021550553407,8960,51,947,-0.09699594933184383,-1.5393148035873898,1.2961716339837674
2011,East Devon,E07000040,215,16446,-0.2902300789943536,-1.8065037401192634,1.2650094753915029,7034,161,631,-0.11730984893352382,-1.5076108736849003,1.2203013229326045
2021,Exeter,E07000041,16369,13703,-0.10961676731062041,-1.59026985759186,1.3916651245887999,12024,65,583,-0.1288106429530148,-1.4250606008702937,1.208397224122956
2011,Exeter,E07000041,87,14634,-0.34001545945381867,-1.8909696711707942,1.1708545623844686,9633,82,534,-0.2146953216421234,-1.5781758399733756,1.1040632495209841
2021,Mid Devon,E07000042,14110,9988,-0.18131607743350014,-1.69040558981385,1.397663957084633,5704,52,365,-0.36818504987976663,-1.768341613094225,1.014144245246739
2011,Mid Devon,E07000042,108,10420,-0.38710531998410647,-1.9039321144427002,1.0995452330241016,4605,54,324,-0.399396758104952,-1.7779014108929558,1.021243003024912
2021,North Devon,E07000043,18055,11025,-0.12211374348551808,-1.766421211130239,1.5083201001342508,7364,17,477,-0.34562999209388706,-1.6536591393977256,1.0443356291039674
2011,North Devon,E07000043,261,11745,-0.35142206349902194,-1.939791135956013,1.1296478207950995,6377,195,508,-0.16294762654579478,-1.5514591197612055,1.2007263187316775
2021,South Hams,E07000044,17708,10008,-0.17502560284129512,-1.7042831919552506,1.4035628147116392,5258,14,628,-0.36146611699752496,-1.7658874628193364,1.0270533998939784
2011,South Hams,E07000044,106,10665,-0.4006812323011496,-1.9530738169269115,1.194215629987382,4638,91,424,-0.3427733325386771,-1.8158130221818711,1.05703134437295
2021,Teignbridge,E07000045,25889,16770,0.05115263007890042,-1.3878624452258532,1.5810262516048452,9357,26,775,-0.2015864343701602,-1.6828817327368306,1.2315208098058428
2011,Teignbridge,E07000045,107,17663,-0.27136433256058023,-1.8486962931329947,1.2478284663066677,7526,89,636,-0.19945827369429,-1.619504479334126,1.2163759808166044
2011,Torridge,E07000046,69,8000,-0.43596686629057535,-2.007733242063582,1.1378572418248734,4275,39,363,-0.4314880863631124,-1.8593674154632234,0.9884248866628329
2021,Torridge,E07000046,13870,7316,-0.2455144974000055,-1.7608114455113197,1.3151861918614045,5157,8,265,-0.4957822178734735,-1.888452803600601,0.8347344607011776
2021,West Devon,E07000047,11569,6043,-0.3144405639012968,-1.9163648395084767,1.2831868739335444,3830,9,176,-0.5178663585743942,-1.9148023598612507,0.9130883590697663
2011,West Devon,E07000047,64,6627,-0.4379285546081684,-2.0454600409589863,1.1291918203115856,3025,56,264,-0.4691670492671885,-1.8636037073947247,0.8816556193982009
2021,Christchurch,E07000048,59736,49485,0.9626610322389673,-0.5754246301470232,2.5068539001423,40460,141,1226,0.7180035638160727,-0.6739171406264461,2.1463800989600355
2011,Christchurch,E07000048,25,6153,-0.4313883521885822,-1.9777810035493053,1.142707626679163,2115,17,164,-0.570672323979407,-1.9387482771349882,0.8189381762418346
2011,East Dorset,E07000049,112,12354,-0.3393647394324547,-1.8936066670727711,1.1416086837738832,3028,103,228,-0.4218809114062319,-1.7536409663891335,0.9698733932131989
2021,East Dorset,E07000049,77561,41593,1.0153363870463166,-0.49967997368004546,2.6030639121416406,22778,39,1620,0.40483169113043926,-0.9470288324610782,1.7914784081518882
2011,North Dorset,E07000050,390,8716,-0.4178073516805339,-1.9410838804666755,1.111701210616418,3247,211,246,-0.2672219288935657,-1.6856998046720229,1.096282212228604
2021,North Dorset,E07000050,77561,41593,1.0219024982810727,-0.54149143988622,2.534735243215435,22778,39,1620,0.45209499110925644,-0.8604010747210925,1.9234541024028429
2021,Purbeck,E07000051,77561,41593,0.9697840416297785,-0.5334316282006427,2.5340124893874845,22778,39,1620,0.3929571308850555,-1.0209896244499146,1.7459263391175508
2011,Purbeck,E07000051,287,5307,-0.48139102149256824,-2.0964327703474246,1.1989973900414157,2391,147,180,-0.4074154889802629,-1.7762062708339834,1.0323655398423575
2021,West Dorset,E07000052,77561,41593,1.0088863225281879,-0.5482988697113951,2.5178006119537724,22778,39,1620,0.4030399770533668,-1.0190300276280062,1.8667627659289407
2011,West Dorset,E07000052,211,11260,-0.38273850067049336,-1.9825361188646087,1.1380448757284216,5419,94,369,-0.32530412030778655,-1.7749925326643203,1.1445080601820625
2021,Weymouth and Portland,E07000053,77561,41593,0.9792036107698764,-0.6067338215130457,2.5574467433424473,22778,39,1620,0.4203763553693772,-1.063188781907586,1.8157460145811692
2011,Weymouth and Portland,E07000053,38,8640,-0.4340114804211175,-1.9181767631738458,1.1709677686118822,4651,57,327,-0.41847116816567437,-1.8371640995611878,1.0675475002244421
2021,Eastbourne,E07000061,16305,10924,-0.17315625970993592,-1.7990110010086058,1.3930967199136433,11117,53,270,-0.27198953324111547,-1.7536196848445589,1.0990872686441695
2011,Eastbourne,E07000061,160,12717,-0.33084420526406283,-1.8682471024924814,1.229810635874836,9747,122,465,-0.17915561962313975,-1.5152237783678086,1.1738042830039244
2011,Hastings,E07000062,72,11635,-0.38481086476290277,-1.9636738232283946,1.1039121018401497,11191,101,499,-0.15371861574689805,-1.5416977208581077,1.2937068004595704
2021,Hastings,E07000062,12644,10243,-0.22538474211043774,-1.7256637730708408,1.303883188761548,10642,18,203,-0.3641600607287302,-1.750929531320729,1.0471725243865566
2011,Lewes,E07000063,78,13851,-0.3223090453776939,-1.9185909102053844,1.2256263312871365,5557,67,406,-0.33298634828542495,-1.7157571012048352,1.0636690810221923
2021,Lewes,E07000063,18524,12549,-0.12287725329126196,-1.7386112280884871,1.4679299335375198,6524,47,410,-0.3206388339782083,-1.6849261295503652,1.0539243741585307
2011,Rother,E07000064,120,11506,-0.36597767879867465,-1.9596996503733246,1.1922050287489998,5190,72,360,-0.34764796264297376,-1.6817307470639449,1.0762964650401254
2021,Rother,E07000064,20395,10210,-0.1234592020828085,-1.7326258718116063,1.4750790864352996,5862,5,372,-0.42125813232133663,-1.8205559029781662,0.9729057433774856
2021,Wealden,E07000065,30510,22033,0.2138773898779516,-1.3143357571134155,1.7717543571179752,7658,25,794,-0.22064012451097828,-1.6281535896109303,1.1577243729771838
2011,Wealden,E07000065,122,22872,-0.1716361957250164,-1.7717930988037693,1.4518479173195353,6214,97,540,-0.250501707473201,-1.7032780999015935,1.1905133094545775
2011,Basildon,E07000066,65,26935,-0.08353856233446422,-1.6573826566439616,1.4684584385303376,6825,99,459,-0.2799482491907114,-1.6341537836596751,1.0790787380468578
2021,Basildon,E07000066,23029,25268,0.15784301749323168,-1.3859452551586506,1.7185634212420908,9762,101,876,-0.05158833082778213,-1.4379681598698948,1.3553286769065251
2011,Braintree,E07000067,148,23263,-0.19974421668834982,-1.7485799163771718,1.3175700458505557,7332,118,485,-0.2010615935728049,-1.715147523690169,1.2307604320501875
2021,Braintree,E07000067,22262,21828,0.11659380136601136,-1.3524856856998964,1.6078713186689824,8573,30,475,-0.29791599936637814,-1.6864178948274224,1.1281144162236243
2011,Brentwood,E07000068,65,11394,-0.4018566829645528,-1.9385364628533084,1.2220344292347052,3148,55,184,-0.4584054286558763,-1.7882706133517414,0.9169749773884921
2021,Brentwood,E07000068,11797,11461,-0.2230236386257956,-1.7910026236929064,1.3026771114280717,4589,48,214,-0.4165425805012505,-1.8180171742757585,1.012170328638408
2021,Castle Point,E07000069,16937,13000,-0.11187315316482631,-1.6857933964444936,1.5010389451748296,4585,26,135,-0.48885146395364876,-1.9218814562410673,0.8695526711839952
2011,Castle Point,E07000069,14,14410,-0.3173117509454642,-1.923846885745037,1.2607148794237042,3584,59,311,-0.42725042711866684,-1.878508149837605,0.9072744305209278
2021,Chelmsford,E07000070,27057,25691,0.26684335103818496,-1.3211770011621615,1.7764213376422522,10479,33,879,-0.1471683883044615,-1.47985756681818,1.1269742401968792
2011,Chelmsford,E07000070,111,27282,-0.09624471047899864,-1.6730777391555745,1.5382189203057268,7621,112,505,-0.1712916256986482,-1.505807860738826,1.265716681122725
2011,Colchester,E07000071,505,24667,-0.12225087862375089,-1.6330332876395457,1.3045468174311308,11689,485,711,0.39202249533856637,-0.9837262056737298,1.762003530682027
2021,Colchester,E07000071,26126,25352,0.27243833039902043,-1.4354804649068138,1.827877310061677,15003,64,419,-0.14548794578374763,-1.63781243262397,1.3030408871806736
2011,Epping Forest,E07000072,93,19495,-0.24309693888869485,-1.9053282165038539,1.364049714585108,5307,60,282,-0.3629163637463604,-1.7696850201113214,1.1065505468994492
2021,Epping Forest,E07000072,19180,18807,-0.015710544017743015,-1.6185226595214313,1.560526291750018,7082,79,353,-0.33290310123275246,-1.6798889143946683,1.0047740434620338
2021,Harlow,E07000073,8723,11622,-0.2815126591051415,-1.9489801183880215,1.293217934225874,5298,91,499,-0.30236582596835815,-1.711279487435384,1.0901568133491506
2011,Harlow,E07000073,21,12078,-0.3680423338769722,-1.916982029926579,1.166942086557571,3474,34,227,-0.501950470562529,-1.866918110912884,0.908160436017393
2011,Maldon,E07000074,45,9937,-0.3747288521475059,-1.921412189692053,1.320347476701587,2208,34,206,-0.5005965073800589,-1.9387778101786732,0.8302516633662698
2021,Maldon,E07000074,12224,9034,-0.25916384650596264,-1.8230423824391346,1.2647904226109368,2670,4,227,-0.5421737477237331,-1.9611319360703472,0.8646567238507015
2021,Rochford,E07000075,15572,13102,-0.16082972403658227,-1.8134131058259788,1.4932648973626055,3203,3,205,-0.5076826382235256,-1.9173605904557194,0.9801491011878701
2011,Rochford,E07000075,31,13895,-0.32748687723651104,-1.9268075976762902,1.2636302763253535,2535,58,220,-0.47129518251409663,-1.8929376721781952,0.9444109610252862
2021,Tendring,E07000076,31510,16704,0.16128193920386483,-1.39528718935456,1.6737606763232897,11829,47,315,-0.24257195069205356,-1.5949888893423267,1.1806073634515661
2011,Tendring,E07000076,88,18056,-0.2436696771706197,-1.889792502866696,1.3434569214727003,9210,102,664,-0.09175243341360222,-1.4600022227525804,1.3104719742104538
2011,Uttlesford,E07000077,169,11757,-0.3821389790999266,-1.933143941975621,1.194492969994177,3608,111,220,-0.38306005079936645,-1.764229461936144,1.0484402263858543
2021,Uttlesford,E07000077,13177,12909,-0.15336241462385827,-1.6694386063412292,1.3970492903949177,4519,26,659,-0.31350281190932905,-1.6888979997654598,1.0685082450956174
2021,Cheltenham,E07000078,18362,15273,-0.030413775297941068,-1.6239113473719218,1.5945787109762126,11406,57,397,-0.22351166667073993,-1.7147815950495224,1.1622626123607327
2011,Cheltenham,E07000078,51,16516,-0.32705206674957643,-1.9659006885314407,1.2685433367373686,10260,80,534,-0.18347479012781395,-1.5993640032102197,1.1947661464251558
2021,Cotswold,E07000079,16177,10260,-0.19095020710851668,-1.756105134169814,1.324960426993695,5592,10,869,-0.23374520549405925,-1.7465774768901987,1.2475061448331979
2011,Cotswold,E07000079,305,10112,-0.42663002785771675,-1.965699067513144,1.195636140911227,4767,157,289,-0.3036038001156506,-1.7346021097420956,1.1031433122986483
2021,Forest of Dean,E07000080,16466,10552,-0.182291619035025,-1.845028174198063,1.4901730096048162,4072,13,319,-0.44260371985972696,-1.762542963081389,0.9522621097447123
2011,Forest of Dean,E07000080,127,11405,-0.3495091727741387,-1.9246811742686727,1.1019533771546088,3261,121,326,-0.35854157123274033,-1.8987947704994392,1.0322990850414222
2021,Gloucester,E07000081,17510,17869,-0.047494321807772244,-1.6422079815163488,1.5511741522947036,10691,57,630,-0.16522693064593033,-1.5870731359318013,1.2567172703697898
2011,Gloucester,E07000081,107,19129,-0.26999019705910526,-1.7475411634197868,1.2454958659346138,8012,111,525,-0.1752984784056153,-1.6051686099894213,1.263623504910175
2021,Stroud,E07000082,21548,16532,0.045156762884430796,-1.5512973521634137,1.6285553614974877,6125,84,631,-0.2165692792257557,-1.6550670499410944,1.1838299296887989
2011,Stroud,E07000082,84,16801,-0.2567737704349157,-1.7877163891715917,1.375014262165453,5288,66,353,-0.3537942462725707,-1.7256518747440084,1.051052150500042
2021,Tewkesbury,E07000083,15984,12975,-0.1888423062660511,-1.7805128962187458,1.3542904278907772,4763,15,918,-0.26134111253416276,-1.5440498125213769,1.0844255474057858
2011,Tewkesbury,E07000083,256,12453,-0.31485404383202337,-1.91962380007789,1.2759816685244056,3611,186,298,-0.27804798841868483,-1.7416436795463681,1.0934338690149767
2021,Basingstoke and Deane,E07000084,23475,26170,0.19469745705302288,-1.2983366565853334,1.7427246545770103,10412,14,1475,0.07564994559303419,-1.3140744322575848,1.4824519203014792
2011,Basingstoke and Deane,E07000084,165,27419,-0.08331645714952188,-1.5638734475193006,1.444479481543913,7473,74,460,-0.289473264802609,-1.6815478073504306,1.0643170535408157
2021,East Hampshire,E07000085,21080,17391,0.036915231686350525,-1.5980742299344604,1.623136732844737,5692,9,756,-0.21457281362250463,-1.5855879850820676,1.223508578127993
2011,East Hampshire,E07000085,337,17399,-0.26188687346254913,-1.8275324095299017,1.2873361415007243,4636,195,349,-0.22263008580663407,-1.564369534972331,1.1724877530016604
2021,Eastleigh,E07000086,20012,20379,0.0728469238029412,-1.5455457544073026,1.6852084472490243,7081,7,1160,-0.11132379473425996,-1.5444507747157343,1.2596565532820683
2011,Eastleigh,E07000086,42,21134,-0.23195577660415193,-1.7876972733949208,1.3555293489478932,5864,53,479,-0.3061835379512684,-1.7566531528596645,1.0906049773103308
2021,Fareham,E07000087,21154,17037,0.03866769888247887,-1.4753741017105875,1.5856719634482839,4990,41,342,-0.4236767314745503,-1.8139877980036987,0.9384592578773016
2011,Fareham,E07000087,228,19181,-0.2493737633549671,-1.8574336910993572,1.3575862245159296,3906,143,368,-0.2885629469904857,-1.6923617077471809,1.1431768999206233
2021,Gosport,E07000088,12314,10535,-0.19643776525345472,-1.7353500643756583,1.3569436312607988,5481,61,434,-0.3509510504281543,-1.79021109250858,1.0396222015611492
2011,Gosport,E07000088,568,12702,-0.3902015978447223,-1.9470965634003807,1.155123657104207,4506,321,382,-0.06763594562494488,-1.4771700583650236,1.3646447426161428
2021,Hart,E07000089,14958,15304,-0.08640112934346952,-1.7210346652527877,1.4102952677589915,4428,5,742,-0.3170733206571664,-1.7406760718596939,1.0541600493602565
2011,Hart,E07000089,446,15137,-0.32284970889658626,-1.8870664374443125,1.3067065931906696,3380,258,202,-0.2394746462028491,-1.6221753212683492,1.1251508711235418
