date,geography,geography code,tenure_of_household_owned_owns_outright,tenure_of_household_owned_owns_with_a_mortgage_or_loan,home_ownership_stability,home_ownership_stability_lower_2_5,home_ownership_stability_upper_97_5,tenure_of_household_private_rented_private_landlord_or_letting_agency,tenure_of_household_lives_rent_free,tenure_of_household_shared_ownership,rental_insecurity_score,rental_insecurity_score_lower_2_5,rental_insecurity_score_upper_97_5
2021,Havant,E07000090,20869,15526,-0.025737038664137582,-1.5437971251294178,1.4650185585263984,5760,81,469,-0.3201477154239205,-1.815725399450233,1.0785434178265068
2011,Havant,E07000090,68,17218,-0.2929065556334659,-1.9087713020524921,1.2901493531175385,4510,73,436,-0.3383271004221137,-1.7347026061777129,1.040618442055891
2011,New Forest,E07000091,330,24173,-0.1426599153637577,-1.7548439496228718,1.4892768286351463,8153,193,617,-0.04486856497739989,-1.5497973345468485,1.367885005119574
2021,New Forest,E07000091,36150,21371,0.29703267417092605,-1.195693959016075,1.8506718572607936,9259,51,504,-0.218285040101602,-1.5953309307881747,1.1687753765783362
2021,Rushmoor,E07000092,9979,13795,-0.1642921068912844,-1.634999226332323,1.2883043688006384,6510,32,679,-0.23667564321502696,-1.6584022503912728,1.19336659584858
2011,Rushmoor,E07000092,777,14655,-0.32661278793914306,-1.8967857531621424,1.1695524260524726,4607,663,332,0.21808006169953942,-1.0815633791424928,1.6322155055029612
2011,Test Valley,E07000093,550,17089,-0.24199436609558717,-1.7737443622242257,1.3541294962068646,4964,262,352,-0.13857316088152125,-1.5961928306180162,1.2030928336067972
2021,Test Valley,E07000093,19742,17974,0.02345087568750471,-1.5349136717566674,1.5592487366897163,6356,29,1049,-0.11634937365195494,-1.5314512330930836,1.2369882074465333
2021,Winchester,E07000094,18648,15270,-0.08589982038990253,-1.7395682631974232,1.480113073196037,7489,59,702,-0.19292412365947795,-1.6340488738313859,1.1980564493104824
2011,Winchester,E07000094,402,15261,-0.2551463405377016,-1.8357500584835509,1.3515735279088255,5617,237,348,-0.18943564098376295,-1.5165763020061098,1.1850199207139465
2021,Broxbourne,E07000095,13178,14179,-0.12857619252133592,-1.6682437476903087,1.448084342637804,5783,23,420,-0.37640557232444377,-1.8469663997199517,1.0398989514851207
2011,Broxbourne,E07000095,24,15198,-0.32857414077014496,-1.9289656835996916,1.2610999162542753,3934,30,211,-0.4644634755479988,-1.87126903814465,0.9551489849076436
2011,Dacorum,E07000096,129,21419,-0.2109123626532661,-1.7662189799957506,1.269884203891943,6516,76,386,-0.3173440933940038,-1.6154201378265498,1.030108351981623
2021,Dacorum,E07000096,19598,20937,0.07284147970167905,-1.4869860062546978,1.615058680296913,8214,70,394,-0.3246906951883356,-1.7428835322651497,1.026821253503227
2011,Hertsmere,E07000098,161,14408,-0.36619965847849933,-1.9568565626531071,1.1266930940189663,4500,112,208,-0.3955682647982568,-1.843090678281181,1.0635725348397802
2021,Hertsmere,E07000098,13227,14172,-0.15968631352807672,-1.7458043701491461,1.4638767584063417,6544,24,488,-0.3436563540090019,-1.8257027967729043,1.0693327873917136
2011,North Hertfordshire,E07000099,97,18871,-0.2473785394194584,-1.8346616258734707,1.3314943838780973,6460,112,324,-0.31062790618291597,-1.6623342119282534,1.0670530316452138
2021,North Hertfordshire,E07000099,18933,17828,0.031281269214278144,-1.4713035313842688,1.6605628359861504,7756,14,642,-0.2800756081390122,-1.7528906778746616,1.139238588610889
2011,Three Rivers,E07000102,167,13544,-0.3348747313449332,-1.9499522852562725,1.1865682518097642,3253,78,210,-0.3866690538717158,-1.768163588655431,0.9710662856181017
2021,Three Rivers,E07000102,12806,13334,-0.1386338253052204,-1.5952648543501562,1.3670715133594429,4296,18,276,-0.4755001365075298,-1.9597437443891776,0.87988127444031
2011,Watford,E07000103,68,13654,-0.32579729749476144,-1.875810536538494,1.2394419000723647,6930,68,305,-0.3800797780112298,-1.826620214632063,0.9809021905670002
2021,Watford,E07000103,9577,12268,-0.2388341612848222,-1.793213819019514,1.2746197211715777,10505,16,419,-0.28937574500173147,-1.7186281176539415,1.1168850965255899
2011,Ashford,E07000105,115,17485,-0.27215521970399753,-1.8663835845530463,1.2280012888173801,6173,101,460,-0.2865802277748036,-1.7278091583137611,1.083864501490532
2021,Ashford,E07000105,18032,17565,-0.004735910844342459,-1.6288789447908927,1.5709102143795068,8236,69,917,-0.12828664763035338,-1.528702615041248,1.2807837181270556
2021,Canterbury,E07000106,24477,16836,0.055113744156373316,-1.5155691192271168,1.6399634167307646,12522,69,586,-0.13324291546938383,-1.5799782887997174,1.308571066940565
2011,Canterbury,E07000106,252,18529,-0.26826959004038975,-1.7642681561028428,1.2912068835790333,10665,262,697,0.09613725032738181,-1.2997236570363278,1.50533184824251
2021,Dartford,E07000107,12302,17694,-0.06799183529859158,-1.695210298675807,1.551036302676269,7617,67,1042,-0.11985830909829315,-1.524781152526465,1.3403836331491756
2011,Dartford,E07000107,41,15807,-0.29777027464686534,-1.857827596099598,1.2086788302187925,6003,50,291,-0.40460179083235853,-1.7849832772071494,0.965184333889827
2021,Dover,E07000108,19753,13725,-0.06841895051742884,-1.5627835564742858,1.4889740654823957,8379,53,387,-0.2946407997232888,-1.738278136103283,1.1489862617043465
2011,Dover,E07000108,160,15108,-0.3034750974255153,-1.905602555455617,1.3391520017386747,7394,174,526,-0.13324202489073417,-1.4982789794041598,1.3060110992139822
2021,Gravesham,E07000109,13018,12942,-0.18541743340455666,-1.7516621773814098,1.384517473192723,7276,101,443,-0.24671411798683213,-1.7026293003270176,1.1473596214812851
2011,Gravesham,E07000109,44,13691,-0.32924530977641775,-1.9393642876644883,1.2302675622365935,6108,70,302,-0.3753441207208367,-1.8354434696098734,1.0237759438670244
2021,Maidstone,E07000110,24192,23799,0.17549606409827614,-1.4252538447197525,1.7658165775415415,10725,21,1350,0.04412342851767494,-1.4440805110601656,1.50352894934561
2011,Maidstone,E07000110,232,23815,-0.15908380046702694,-1.8112019969152915,1.4630776579067886,8264,204,556,-0.08644996334618271,-1.4901424314561638,1.3724492324182629
2021,Sevenoaks,E07000111,18769,16297,-0.035075247799687084,-1.551438594767659,1.5382162202554934,5572,22,913,-0.22320903228777728,-1.593909831466024,1.1871285973662002
2011,Sevenoaks,E07000111,167,16558,-0.2581738973416012,-1.7901235361142993,1.3038963689815821,4547,90,253,-0.4097501390644123,-1.8319234855753233,0.9410875731655942
2011,Folkestone and Hythe,E07000112,184,13971,-0.3328351230754332,-1.9176119606773079,1.2416306834481532,9557,230,549,-0.003096659899140955,-1.3639304534085588,1.3533862122165383
2021,Folkestone and Hythe,E07000112,18966,12841,-0.07776513333470488,-1.6859644106632867,1.570467523334416,9555,44,365,-0.28386466312055164,-1.702159081924171,1.2071465212047507
2011,Swale,E07000113,96,20507,-0.25270563340125757,-1.8286384381751604,1.3521119083592033,7735,100,515,-0.2508296112138523,-1.6792056810832,1.18305369853458
2021,Swale,E07000113,20788,19727,0.08653211207713504,-1.4891550043600013,1.694479839058763,9851,17,820,-0.1699353693150164,-1.5870561631301274,1.2228194206363192
2021,Thanet,E07000114,22731,15431,-0.025964781554285783,-1.5738036653185123,1.5952037560173626,14755,26,282,-0.2784492621175299,-1.6177111391399503,1.1300359789710221
2011,Thanet,E07000114,167,17004,-0.2706998285576246,-1.9051755491758573,1.274334781388624,13072,135,777,0.0005275128620482508,-1.3929321246663646,1.2917366259753895
2021,Tonbridge and Malling,E07000115,18379,19126,-0.011497715953537704,-1.6285566027515443,1.5535654075870298,5757,9,1108,-0.17223766541658564,-1.6540008936293853,1.2300461756868357
2011,Tonbridge and Malling,E07000115,167,18569,-0.2242990701269258,-1.7394935423587996,1.2994663169256127,4320,83,299,-0.3810290251618283,-1.7895872756206794,1.0609454314713298
2021,Tunbridge Wells,E07000116,16324,15069,-0.07667052617928363,-1.5913603034820478,1.4477282107815648,8297,13,521,-0.31386037310087256,-1.7439439916435076,1.08973952916599
2011,Tunbridge Wells,E07000116,142,15888,-0.30644619268423806,-1.8521067072700828,1.2197072901187485,7412,74,367,-0.3007878758519256,-1.7995814865669055,1.1329115613808793
2011,Burnley,E07000117,34,12593,-0.3535343323186442,-1.967811342976221,1.228272768224733,6664,76,493,-0.3153759178773842,-1.7248287905274657,1.0552921240504063
2021,Burnley,E07000117,13051,10785,-0.21957852208173498,-1.7578100839145199,1.3225033539620692,8621,39,91,-0.42269440600375197,-1.8407903744635088,0.980498660723253
2021,Chorley,E07000118,18558,17598,0.0028950662256880507,-1.644369789821045,1.5916554135579934,6056,20,358,-0.3861831891219595,-1.7958015847369089,1.0007130834423241
2011,Chorley,E07000118,32,17877,-0.29565416507684855,-1.837573872594153,1.2817215874352632,4066,75,414,-0.3677963254565347,-1.8055123559593695,1.0214983742729857
2021,Fylde,E07000119,16369,10575,-0.11385377999080638,-1.6479202401904738,1.4555456540396992,6239,10,288,-0.42777744003588486,-1.7570991432394518,0.9548798180744168
2011,Fylde,E07000119,127,11408,-0.4182963425752183,-1.928964449667886,1.1619719437130562,5411,111,417,-0.27431325127847217,-1.6898915877824183,1.0758827097685641
2021,Hyndburn,E07000120,11917,10027,-0.24569833420237075,-1.809592455841306,1.239548184159823,7088,20,80,-0.4732359703495394,-1.9491061402403533,0.94166097877972
2011,Hyndburn,E07000120,13,11774,-0.3386113381802476,-1.950277141972553,1.2422027350871556,5711,48,463,-0.31122183539224824,-1.7632307943533532,1.1561950364902585
2021,Lancaster,E07000121,23152,17114,0.026548518786122084,-1.5066583173083596,1.6221242752816762,11460,42,488,-0.23313802973931735,-1.6328463792442791,1.2568798309377491
2011,Lancaster,E07000121,87,19109,-0.2324953185055654,-1.8980300419208107,1.2749451171661859,9915,131,796,-0.03195590993937416,-1.389545557550538,1.348593805963119
2021,Pendle,E07000122,14127,10599,-0.22667215214123348,-1.8127077720964055,1.3412216950699607,7622,31,77,-0.46679163879111873,-1.812962076090075,0.8690291199960524
2011,Pendle,E07000122,29,12145,-0.33020861019213954,-1.9907980856789322,1.2930692611062329,6192,53,486,-0.31218349045425753,-1.7794726500878484,1.1318887352902953
2021,Preston,E07000123,18219,16524,-0.036362669861047636,-1.6587210445813143,1.5133938900853159,11923,37,511,-0.21259647192208345,-1.6512827957703955,1.162250047036648
2011,Preston,E07000123,84,18554,-0.22060695546504364,-1.8255960727982465,1.4339474587541423,9540,143,598,-0.07441678553667233,-1.4676768389393293,1.2830196690923121
2011,Ribble Valley,E07000124,109,8337,-0.4403969216796984,-1.9608119669148403,1.1323954941682806,2830,65,274,-0.4402501313431349,-1.9305925104398296,1.0912089622320658
2021,Ribble Valley,E07000124,11654,8533,-0.2299178304781989,-1.739975132009553,1.2711279281281656,3273,1,405,-0.47772175413856954,-1.8507133652122227,0.956033310558611
2021,Rossendale,E07000125,10560,10190,-0.24751438715048577,-1.753753859572674,1.258250334626064,4459,18,72,-0.5572702250087275,-1.9738726358457261,0.8426716188049339
2011,Rossendale,E07000125,20,11090,-0.4115896051041574,-1.9333123578059672,1.1799150876243385,3683,42,361,-0.47688596276181994,-1.8317002489845282,0.9201201321612577
2011,South Ribble,E07000126,43,19148,-0.266255717217673,-1.8297432605606019,1.286253171495899,3845,51,369,-0.4196197852779676,-1.8063474979803604,0.9477380925787551
2021,South Ribble,E07000126,19428,17519,0.011270603375412129,-1.4830437656757347,1.5892820332002735,5339,6,376,-0.44192258674230034,-1.8005179185433267,0.860753506653484
2011,West Lancashire,E07000127,48,16850,-0.27879688015606857,-1.899239555193846,1.3061662314212799,4263,62,371,-0.4123143635839492,-1.8338962212310193,1.0402480305581405
2021,West Lancashire,E07000127,18987,15337,-0.05649773111234201,-1.5501079901800638,1.4892086355926757,5754,87,443,-0.3171447783675735,-1.696467231382188,1.1144249242515494
2021,Wyre,E07000128,22699,14539,-0.01073563413081706,-1.618836137639126,1.639226356040824,8064,12,407,-0.3731544966189478,-1.725160841260816,1.0214428367914306
2011,Wyre,E07000128,71,16253,-0.27439415310399157,-1.846321564814505,1.3150262722389225,5791,60,475,-0.29983802129030535,-1.6804746531837043,1.1040492111100177
2021,Blaby,E07000129,17012,16150,-0.06085173565352725,-1.6254979429638114,1.5588335618164024,4761,8,459,-0.42497441918781514,-1.8151961056292207,0.9776828738475776
2011,Blaby,E07000129,38,16564,-0.28766160230343674,-1.8812596298716637,1.322507785567073,3471,42,325,-0.42217855858765996,-1.848455954463456,0.964861122064619
2021,Charnwood,E07000130,27619,23916,0.253943251530486,-1.212260843760544,1.8866281209254039,11541,66,738,-0.12169891343459627,-1.5675473191437328,1.3516582107004165
2011,Charnwood,E07000130,102,24232,-0.1602883222283659,-1.748441571155797,1.4459124191862018,8590,114,590,-0.16671154129566265,-1.5735207998271536,1.1985060770630638
2021,Harborough,E07000131,16484,14148,-0.09433903055508551,-1.7474007205726696,1.4042036350735732,4687,7,805,-0.29301643251124043,-1.7103591685463349,1.129175656429075
2011,Harborough,E07000131,57,13849,-0.3493919336089,-2.047706659932718,1.3068319435332658,3540,51,274,-0.47290959282942374,-1.9121123939169304,0.9073926959612562
2021,Hinckley and Bosworth,E07000132,19715,17074,0.029758969497944206,-1.5218137496770492,1.6432723905532216,6199,42,451,-0.33904592855163246,-1.718256792725208,1.0757180306809944
2011,Hinckley and Bosworth,E07000132,65,17967,-0.2125457362732702,-1.7564943608547525,1.319928537656164,4657,70,364,-0.3541505091886353,-1.6704656878319517,1.0847801637995336
2021,Melton,E07000133,9160,6871,-0.29453870782610264,-1.8270962704854805,1.263018047251851,3382,22,249,-0.513383006413956,-2.0426346830081537,0.9337976821678508
2011,Melton,E07000133,76,7770,-0.42585466610470507,-1.9792722001009944,1.1325681687108418,2738,57,183,-0.4982439574407737,-1.9053323735067145,0.8998521213282022
2021,North West Leicestershire,E07000134,16599,15690,-0.09579050995334613,-1.7010274910696892,1.4777756143184504,5385,43,479,-0.3110888854299379,-1.7079957336776748,1.0423349252878464
2011,North West Leicestershire,E07000134,35,14779,-0.32279754252988746,-1.879442048536517,1.2806976336816176,3997,43,336,-0.4432752716962219,-1.8434409144861938,0.9513061906636957
2021,Oadby and Wigston,E07000135,9711,7304,-0.3310047589870513,-1.9133565663647494,1.1966726454314836,3248,25,160,-0.5231013212657983,-1.8816904719194152,0.8320337180162259
2011,Oadby and Wigston,E07000135,17,8170,-0.43043649279421686,-1.9620324629919386,1.1077905408795239,1922,25,153,-0.5666427629010555,-1.9263264516821224,0.8759802143822968
2021,Boston,E07000136,9967,7338,-0.2929850133749489,-1.8109190948142884,1.2825496576382032,5425,32,376,-0.37686832282326044,-1.7877109804606144,1.0520374466899374
2011,Boston,E07000136,85,8187,-0.42693178732127157,-1.977578114628411,1.040928749178726,3908,78,220,-0.41900640123560906,-1.8518893678538078,0.9980644410440748
2011,East Lindsey,E07000137,377,16311,-0.30959643957854927,-1.8815775591403716,1.1981336879730629,9334,186,657,-0.013612675107266372,-1.4282922005738286,1.4382882351707662
2021,East Lindsey,E07000137,29907,13738,0.04177712389058906,-1.4391169182197645,1.524976111983215,10971,18,686,-0.20900972225269773,-1.5713059853084557,1.1932381239771552
2011,Lincoln,E07000138,48,12215,-0.34061580053627244,-1.883267991200407,1.1901401748142815,7709,64,524,-0.2601571857260007,-1.7000390664891443,1.1155580104116773
2021,Lincoln,E07000138,11092,10374,-0.25050027689323606,-1.7367558875577525,1.3478378769937005,10634,142,387,-0.1807185517580203,-1.5341163407178369,1.3317492225475371
2021,North Kesteven,E07000139,20386,16724,-0.031788412511755015,-1.6571145990012106,1.518181067929191,6299,66,536,-0.2954851998862042,-1.6853572167279136,1.1415769646652347
2011,North Kesteven,E07000139,602,17072,-0.25737527218783673,-1.8522155701482939,1.3188318521011606,4906,276,400,-0.10810401893169923,-1.538029007550996,1.3403111515262143
2011,South Holland,E07000140,159,12412,-0.3604291690362062,-1.8960511469588246,1.173064164054649,4173,74,308,-0.3908680458681721,-1.783388152548367,0.9467365033901131
2021,South Holland,E07000140,16604,11717,-0.14193263792866545,-1.7328485276137087,1.4855769145067426,6055,67,436,-0.2984079068601024,-1.6812625829589398,1.1593430527895572
2011,South Kesteven,E07000141,133,20551,-0.21962677001341546,-1.8680121185051937,1.3860288558356249,7653,107,496,-0.20811890037484354,-1.703259348914564,1.203318657866922
2021,South Kesteven,E07000141,23765,19155,0.1047208734855423,-1.5540230119605658,1.6884144505444507,9998,97,654,-0.13638022863774008,-1.5136431084729405,1.3170491500962678
