geography,geography code,home_ownership_stability_2011,home_ownership_stability_2021,rental_insecurity_score_2011,rental_insecurity_score_2021
Stafford,E07000197,-0.26969792620982336,0.08400598876787711,-0.05425975619726192,-0.28453168806876356
Staffordshire Moorlands,E07000198,-0.36545777211251157,-0.05155089435773458,-0.3871677017440671,-0.5286946985617003
Stevenage,E07000243,-0.38817205397675203,-0.23091461042055242,-0.44232514504433934,-0.3608779550952885
Stockport,E08000007,0.22205399842672424,0.7864496169313464,0.10300108686266038,0.3137110229897378
Stockton-on-Tees,E06000004,-0.05848932850394942,0.2600837131022836,-0.02715387153391264,-0.1522413730903207
Stoke-on-Trent,E06000021,-0.028203879967880492,0.31321342975816047,0.22862602927032916,0.34078555050541975
Stratford-on-Avon,E07000221,-0.2600805072488897,0.09670811429750616,-0.23895428872573285,-0.16551624526102618
Stroud,E07000082,-0.2567737704349157,0.045156762884430796,-0.3537942462725707,-0.2165692792257557
Suffolk Coastal,E07000205,-0.2771669273708663,0.5487004000127867,-0.2482592808792044,-0.09248306402306757
Sunderland,E08000024,0.08175167544152662,0.5217774510468103,0.3757891865622219,-0.12498432608211502
Surrey Heath,E07000214,-0.34200059503236485,-0.1473141759980597,-0.351101916631029,-0.4963254604195463
Sutton,E09000029,-0.037306725647834264,0.26846275192001495,-0.09915367958810226,0.03780278161933585
Swale,E07000113,-0.25270563340125757,0.08653211207713504,-0.2508296112138523,-0.1699353693150164
Swansea,W06000011,-0.01404814026666873,0.3998829535270101,0.3312105954719485,0.13824147777090495
Swindon,E06000030,-0.0072422405714319535,0.4089858464857565,0.11181902078828482,0.25864113685339646
Tameside,E08000008,0.021666867797978412,0.35875541113324716,0.14241024208723857,-0.09879042415987771
Tamworth,E07000199,-0.3496941213103923,-0.2405060436624712,-0.4866060470458372,-0.43062236995568903
Tandridge,E07000215,-0.3087967002177294,-0.17379749116853155,-0.44696517621889886,-0.43917499546450345
Taunton Deane,E07000190,-0.3343520137966649,0.13919073242438748,-0.23678723187800957,-0.10812714927982099
Teignbridge,E07000045,-0.27136433256058023,0.05115263007890042,-0.19945827369429,-0.2015864343701602
Telford and Wrekin,E06000020,-0.18612019218244596,0.12409825699101004,-0.08035115937295284,-0.07799373150051826
Tendring,E07000076,-0.2436696771706197,0.16128193920386483,-0.09175243341360222,-0.24257195069205356
Test Valley,E07000093,-0.24199436609558717,0.02345087568750471,-0.13857316088152125,-0.11634937365195494
Tewkesbury,E07000083,-0.31485404383202337,-0.1888423062660511,-0.27804798841868483,-0.26134111253416276
Thanet,E07000114,-0.2706998285576246,-0.025964781554285783,0.0005275128620482508,-0.2784492621175299
Three Rivers,E07000102,-0.3348747313449332,-0.1386338253052204,-0.3866690538717158,-0.4755001365075298
Thurrock,E06000034,-0.16398071405146278,0.12626847817917028,-0.28529699469662323,-0.24209168722532082
Tonbridge and Malling,E07000115,-0.2242990701269258,-0.011497715953537704,-0.3810290251618283,-0.17223766541658564
Torbay,E06000027,-0.23347932587209605,0.10356839224523759,0.023881761206320046,-0.12521397466375514
Torfaen,W06000020,-0.3615692148516065,-0.161801484970146,-0.41338533684769946,-0.506526949833472
Torridge,E07000046,-0.43596686629057535,-0.2455144974000055,-0.4314880863631124,-0.4957822178734735
Tower Hamlets,E09000030,-0.31682324333876666,-0.13194815578739644,0.9704836434343097,1.2629203707755905
Trafford,E08000009,-0.008919944403571235,0.46232535778622463,-0.09137032624817223,-0.09363731375978511
Tunbridge Wells,E07000116,-0.30644619268423806,-0.07667052617928363,-0.3007878758519256,-0.31386037310087256
Uttlesford,E07000077,-0.3821389790999266,-0.15336241462385827,-0.38306005079936645,-0.31350281190932905
Vale of Glamorgan,W06000014,-0.2219217874285626,0.0446761362576005,-0.09458295927871718,-0.432956203508767
Vale of White Horse,E07000180,-0.2597282543109199,-0.02163991978165699,0.02012811477961859,-0.16975863941941594
Wakefield,E08000036,0.23346815520222894,0.833152158523305,0.36834861249751927,0.3255534294345671
Walsall,E08000030,0.019114810010728546,0.4491023737348641,0.0445066955272222,0.057785447547308286
Waltham Forest,E09000031,-0.04483167050121,0.26819657255873314,0.466483410276518,0.6489008738966957
Wandsworth,E09000032,0.04356972145895481,0.32811803527661776,0.9598235044504537,1.125630900828334
Warrington,E06000007,0.017768550343785834,0.37599463867456295,-0.12356548307273425,-0.1169220713008043
Warwick,E07000222,-0.24443615043483052,0.06626784039234923,-0.16719421671925971,-0.08685991021389027
Watford,E07000103,-0.32579729749476144,-0.2388341612848222,-0.3800797780112298,-0.28937574500173147
Waveney,E07000206,-0.2846730860146835,0.5410568592216953,-0.2480909637327668,-0.11391431248849293
Waverley,E07000216,-0.254033570761282,0.004583460578833358,-0.3494333223701534,-0.28642610988135847
Wealden,E07000065,-0.1716361957250164,0.2138773898779516,-0.250501707473201,-0.22064012451097828
Wellingborough,E07000156,-0.3828058840182255,0.8087393102933612,-0.41434029610276657,0.6242507749423095
Welwyn Hatfield,E07000241,-0.34886856301833785,-0.14532808443057135,-0.4024492115391059,-0.19842535320045138
West Berkshire,E06000037,-0.14780634326479847,0.12138034434256412,-0.12755351359438918,-0.16954810250789867
West Devon,E07000047,-0.4379285546081684,-0.3144405639012968,-0.4691670492671885,-0.5178663585743942
West Dorset,E07000052,-0.38273850067049336,1.0088863225281879,-0.32530412030778655,0.4030399770533668
West Lancashire,E07000127,-0.27879688015606857,-0.05649773111234201,-0.4123143635839492,-0.3171447783675735
West Lindsey,E07000142,-0.33828684861984415,-0.09726979490274949,-0.345169575162926,-0.36661485836507346
West Oxfordshire,E07000181,-0.2688233688912585,-0.09941285768952168,-0.06938283791227391,-0.16022237869643063
West Somerset,E07000191,-0.5110193456314086,0.0784262071775664,-0.4837401975295058,-0.10480888840563049
Westminster,E09000033,-0.2977641836316923,-0.1634370175766792,1.1115902328819984,0.6536241108448818
Weymouth and Portland,E07000053,-0.4340114804211175,0.9792036107698764,-0.41847116816567437,0.4203763553693772
Wigan,E08000010,0.2727711201559787,0.8215114825593293,0.17242272924886148,0.40015846210801426
Wiltshire,E06000054,0.5362425771914765,1.2314319328811945,1.3184682178697547,0.8460131908384255
Winchester,E07000094,-0.2551463405377016,-0.08589982038990253,-0.18943564098376295,-0.19292412365947795
Windsor and Maidenhead,E06000040,-0.19914044204973652,0.0905259736933629,0.07487647150433277,-0.29166230829218603
Wirral,E08000015,0.2855930292827455,0.779392219377096,0.466007672839998,0.25353615991093303
Woking,E07000217,-0.3044831496955795,-0.14397210818060158,-0.40272432713830236,-0.35274809696787934
Wokingham,E06000041,-0.11238896042699996,0.24712692010451093,-0.24132532137780824,0.0313586233553019
Wolverhampton,E08000031,-0.1044922182326725,0.3267401184815352,0.04375865699910307,0.3683987064727476
Worcester,E07000237,-0.3204732353865276,-0.14599338999842837,-0.3200654378512142,-0.32071524641346233
Worthing,E07000229,-0.31189868039746793,-0.07212422078516148,-0.2267157743590003,-0.3413847710770689
Wrexham,W06000006,-0.2564817863032138,-0.025390893295339816,-0.24817510105586665,-0.2129639945677187
Wychavon,E07000238,-0.2137829493132507,0.06719032369392797,-0.3646519265676967,-0.26103362816075665
Wycombe,E07000007,-0.10641910063103002,1.2769227704366513,0.12961451264242677,0.8971964261826639
Wyre,E07000128,-0.27439415310399157,-0.01073563413081706,-0.29983802129030535,-0.3731544966189478
Wyre Forest,E07000239,-0.2961116755186494,-0.09551752440570761,-0.34428808829988305,-0.3120780536043736
York,E06000014,-0.09482712964503176,0.2760619732435866,0.22939468869012164,0.007889426418354809
