geography,geography code,home_ownership_stability_2011,home_ownership_stability_2021,rental_insecurity_score_2011,rental_insecurity_score_2021
East Lindsey,E07000137,-0.30959643957854927,0.04177712389058906,-0.013612675107266372,-0.20900972225269773
East Northamptonshire,E07000152,-0.2937265777405253,0.8675605951244599,-0.45543110977105694,0.65016168035771
East Riding of Yorkshire,E06000011,0.33891091850409016,0.9839767806726731,0.4874489713383532,0.28558611069092693
East Staffordshire,E07000193,-0.29176238091249035,-0.030475199308402725,-0.2775167168713509,-0.33795891606948936
Eastbourne,E07000061,-0.33084420526406283,-0.17315625970993592,-0.17915561962313975,-0.27198953324111547
Eastleigh,E07000086,-0.23195577660415193,0.0728469238029412,-0.3061835379512684,-0.11132379473425996
Eden,E07000030,-0.45504847859882985,-0.30273429431424126,-0.44925060019393265,-0.544326663730877
Elmbridge,E07000207,-0.23604951522258197,0.056544081051426644,-0.2864329492596955,-0.2335322678937748
Enfield,E09000010,0.09141624967186454,0.38633317804228856,0.4507976432838157,0.7802356127948584
Epping Forest,E07000072,-0.24309693888869485,-0.015710544017743015,-0.3629163637463604,-0.33290310123275246
Epsom and Ewell,E07000208,-0.3485125259206579,-0.22047610703728227,-0.4904617923467125,-0.4847680212757571
Erewash,E07000036,-0.2243790035934024,-0.011402780827102303,-0.3611344238118045,-0.4258088517474995
Exeter,E07000041,-0.34001545945381867,-0.10961676731062041,-0.2146953216421234,-0.1288106429530148
Fareham,E07000087,-0.2493737633549671,0.03866769888247887,-0.2885629469904857,-0.4236767314745503
Fenland,E07000010,-0.3286323722035645,-0.10427511137884761,-0.3473444097149527,-0.4005952671445482
Flintshire,W06000005,-0.1493717713655151,0.1834188946012358,-0.21376976954271454,-0.3752217351214572
Folkestone and Hythe,E07000112,-0.3328351230754332,-0.07776513333470488,-0.003096659899140955,-0.28386466312055164
Forest Heath,E07000201,-0.470805200200831,0.16323898993537125,-0.27352269549156494,0.019288286315263345
Forest of Dean,E07000080,-0.3495091727741387,-0.182291619035025,-0.35854157123274033,-0.44260371985972696
Fylde,E07000119,-0.4182963425752183,-0.11385377999080638,-0.27431325127847217,-0.42777744003588486
Gateshead,E08000037,-0.0802223866034573,0.25103316968771355,-0.05529361496535989,-0.15053381443424882
Gedling,E07000173,-0.23001497166162804,0.03149437248919485,-0.2964035599410422,-0.42011261170136305
Gloucester,E07000081,-0.26999019705910526,-0.047494321807772244,-0.1752984784056153,-0.16522693064593033
Gosport,E07000088,-0.3902015978447223,-0.19643776525345472,-0.06763594562494488,-0.3509510504281543
Gravesham,E07000109,-0.32924530977641775,-0.18541743340455666,-0.3753441207208367,-0.24671411798683213
Great Yarmouth,E07000145,-0.3416625338621956,-0.18668923269227536,-0.283085779091296,-0.3469029107265888
Greenwich,E09000011,-0.11689919398626807,0.1541688883034454,0.38300923740682863,0.9129640944771036
Guildford,E07000209,-0.22500771295222485,0.024620406396358457,-0.02549639881243052,-0.15214115511757795
Gwynedd,W06000002,-0.3645310920946297,-0.05092619522277371,-0.07283972537790888,-0.3608010006424096
Hackney,E09000012,-0.27106051847516754,-0.12802685697774607,0.6039238988301845,1.0555833452181136
Halton,E06000006,-0.20932783301598515,-0.08353652449053293,-0.3526699970368421,-0.3400319478593059
Hambleton,E07000164,-0.37315447833588333,-0.15405930864807021,-0.12292385635601358,-0.4685453820279381
Hammersmith and Fulham,E09000013,-0.3500554213983317,-0.17527300004911678,0.46569082083189056,0.5063472783555869
Harborough,E07000131,-0.3493919336089,-0.09433903055508551,-0.47290959282942374,-0.29301643251124043
Haringey,E09000014,-0.15284850260462857,0.0392306286025456,0.6158023206178005,1.0296340833319444
Harlow,E07000073,-0.3680423338769722,-0.2815126591051415,-0.501950470562529,-0.30236582596835815
Harrogate,E07000165,-0.15501365209233395,0.21681327011380047,0.10249406058306625,-0.13345249381841034
Harrow,E09000015,-0.03709419939471213,0.21117018411800406,0.3006524230193866,0.35916417520372373
Hart,E07000089,-0.32284970889658626,-0.08640112934346952,-0.2394746462028491,-0.3170733206571664
Hartlepool,E06000001,-0.34992021828541464,-0.19465698412838658,-0.35406108730869507,-0.34809008656095847
Hastings,E07000062,-0.38481086476290277,-0.22538474211043774,-0.15371861574689805,-0.3641600607287302
Havant,E07000090,-0.2929065556334659,-0.025737038664137582,-0.3383271004221137,-0.3201477154239205
Havering,E09000016,0.060922326556564065,0.5222440707136887,-0.16410182989378316,0.11187175080982789
"Herefordshire, County of",E06000019,-0.18523895796539322,0.22275897915378215,0.1091488218746754,-0.051901183990707415
Hertsmere,E07000098,-0.36619965847849933,-0.15968631352807672,-0.3955682647982568,-0.3436563540090019
High Peak,E07000037,-0.3498470918285525,-0.12002704384726996,-0.35893110260903427,-0.38737878252167485
Hillingdon,E09000017,-0.014877968715231945,0.380029501946652,0.3286698933376681,0.542974616135243
Hinckley and Bosworth,E07000132,-0.2125457362732702,0.029758969497944206,-0.3541505091886353,-0.33904592855163246
Horsham,E07000227,-0.23383982869616116,0.11650254837601066,-0.30678169237716296,-0.1055882180644266
Hounslow,E09000018,-0.09123800634471116,0.18929359573396348,0.3421769156104262,0.9781317726463218
Huntingdonshire,E07000011,-0.11116522225819593,0.24404505510010147,-0.0398928295574979,-0.03311043928450936
Hyndburn,E07000120,-0.3386113381802476,-0.24569833420237075,-0.31122183539224824,-0.4732359703495394
Ipswich,E07000202,-0.2846087958401877,-0.0279849533502779,-0.17886293788571067,-0.11849735355789594
Isle of Anglesey,W06000001,-0.43779095479683666,-0.24407042879483468,-0.34203377774627663,-0.46212676391189544
Isle of Wight,E06000046,-0.2860797568645909,0.07238676404012243,-0.0939228555369186,-0.2659972942123593
Isles of Scilly,E06000053,-0.547403761842005,-0.5534762230262147,-0.6081381919260435,-0.6224873651036307
Islington,E09000019,-0.31921634291969414,-0.15722918211593462,0.49439998006816593,0.7807005195004139
Kensington and Chelsea,E09000020,-0.3629169233690671,-0.28385868731810954,0.6041904046726256,0.21618186285671123
Kettering,E07000153,-0.2915234344687016,0.896077291950322,-0.38796412939427477,0.623962381846648
King's Lynn and West Norfolk,E07000146,-0.23885047570393023,0.09332379405255273,0.07770411581911171,-0.2675218471952304
"Kingston upon Hull, City of",E06000010,-0.0047329199888479865,0.3205005471924068,0.6461663829055412,0.5389486464946944
Kingston upon Thames,E09000021,-0.12279320173320993,0.05420002839094985,0.05485128625890305,-0.07917404424423008
Kirklees,E08000034,0.41622015883763497,1.0503785565419554,0.827080999589757,0.7065526809183663
Knowsley,E08000011,-0.21089891424262025,0.05297109101227007,-0.36219544257055797,-0.21164969954072327
Lambeth,E09000022,-0.07273500323861239,0.14557884481573286,1.0114486364067947,1.049775756641829
Lancaster,E07000121,-0.2324953185055654,0.026548518786122084,-0.03195590993937416,-0.23313802973931735
Leeds,E08000035,0.8089905384896988,1.381688859292933,1.4162461996863633,1.410745850030706
Leicester,E06000016,0.013512286924056281,0.3364409608598994,0.7724645261447661,0.6824070169685007
Lewes,E07000063,-0.3223090453776939,-0.12287725329126196,-0.33298634828542495,-0.3206388339782083
Lewisham,E09000023,0.011676372144938727,0.23461678661988228,0.6467246822875985,0.7926058054818068
Lichfield,E07000194,-0.3436226330852145,-0.11385935698963755,-0.39548554605110164,-0.43428589603928763
Lincoln,E07000138,-0.34061580053627244,-0.25050027689323606,-0.2601571857260007,-0.1807185517580203
Liverpool,E08000012,0.2854892070370089,0.8336598702028504,1.393069526211768,0.9800305557679428
Luton,E06000032,-0.15017036165099626,0.07811402466550169,0.17382297165418836,0.08110876305054907
Maidstone,E07000110,-0.15908380046702694,0.17549606409827614,-0.08644996334618271,0.04412342851767494
Maldon,E07000074,-0.3747288521475059,-0.25916384650596264,-0.5005965073800589,-0.5421737477237331
Malvern Hills,E07000235,-0.421426595217063,-0.22140307578387491,-0.45474478875432006,-0.4477415008062679
Manchester,E08000003,0.22896695088082583,0.677513901371894,1.433349481874704,1.297266404479913
Mansfield,E07000174,-0.3001207697221426,-0.11967946492017383,-0.34527501268128674,-0.29646745726924484
Medway,E06000035,0.13872550229388275,0.5516099361598773,0.3592562195775666,0.3838379669847777
Melton,E07000133,-0.42585466610470507,-0.29453870782610264,-0.4982439574407737,-0.513383006413956
Mendip,E07000187,-0.3064193109100278,-0.052229526210145684,-0.283779036246065,-0.27494422653371786
Merthyr Tydfil,W06000024,-0.45680002354258925,-0.31624885053287305,-0.49323937796424494,-0.5244873706621322
Merton,E09000024,-0.12216617431862782,0.13003916185724973,0.18177435082560048,0.12897343180549897
Mid Devon,E07000042,-0.38710531998410647,-0.18131607743350014,-0.399396758104952,-0.36818504987976663
Mid Suffolk,E07000203,-0.3363173406982879,-0.09385681758516952,-0.3479924724888289,-0.36346874127187007
Mid Sussex,E07000228,-0.20635121069068577,0.11915940437142117,-0.3191949739263013,-0.1880807597569533
Middlesbrough,E06000002,-0.26901393538091384,-0.04769246641248455,-0.05228639278425185,-0.21671245441426104
Milton Keynes,E06000042,0.055877948658243706,0.36340134508132593,0.15788838466042096,1.2500159388289036
Mole Valley,E07000210,-0.36401544766059324,-0.1437997522806957,-0.41293443679306946,-0.44706689817707695
Monmouthshire,W06000021,-0.38077210879067275,-0.10538953651116861,-0.41631633953254144,-0.47940265277905797
Neath Port Talbot,W06000012,-0.21376893302658076,0.05576958332937174,-0.2812910888010853,-0.34451466595193714
New Forest,E07000091,-0.1426599153637577,0.29703267417092605,-0.04486856497739989,-0.218285040101602
Newark and Sherwood,E07000175,-0.2930438941092973,0.006742816517412954,-0.3112416708845554,-0.2926542538579964
Newcastle upon Tyne,E08000021,-0.05211141572013027,0.373396110061395,0.7640227596234642,0.3858542903094364
Newcastle-under-Lyme,E07000195,-0.25916918398162325,-0.0017497335650578554,-0.3145282570262246,-0.3579111588804114
Newham,E09000025,-0.21778940551099438,-9.286490659685615e-05,0.8285210192048176,1.2112918884831907
Newport,W06000022,-0.1910973659488482,0.08603192305678133,-0.186486035552553,-0.1383193292681864
North Devon,E07000043,-0.35142206349902194,-0.12211374348551808,-0.16294762654579478,-0.34562999209388706
North Dorset,E07000050,-0.4178073516805339,1.0219024982810727,-0.2672219288935657,0.45209499110925644
North East Derbyshire,E07000038,-0.3022082857395561,-0.08483364639146736,-0.48367795330190727,-0.4336824398741478
North East Lincolnshire,E06000012,-0.15909734142977736,0.11268623555818888,0.02306890458241213,-0.18820173857674005
North Hertfordshire,E07000099,-0.2473785394194584,0.031281269214278144,-0.31062790618291597,-0.2800756081390122
North Kesteven,E07000139,-0.25737527218783673,-0.031788412511755015,-0.10810401893169923,-0.2954851998862042
North Lincolnshire,E06000013,-0.12214472330627364,0.17312190523470133,-0.0722358810111741,-0.3013942230746979
North Norfolk,E07000147,-0.40224520426286065,-0.10448304932379811,-0.2913694380594839,-0.4099916725973083
North Somerset,E06000024,-0.022351072330878807,0.441516990684499,0.08437707360190169,-0.035130309924326544
North Tyneside,E08000022,0.03813691769343363,0.3622539603230627,0.009569083797050022,-0.12337557459580921
North Warwickshire,E07000218,-0.4245708107747774,-0.24183006670713428,-0.48675367957760046,-0.4482596073326335
North West Leicestershire,E07000134,-0.32279754252988746,-0.09579050995334613,-0.4432752716962219,-0.3110888854299379
Northampton,E07000154,0.027789618259178778,0.9771850404086887,0.12255839973211226,0.9895911539336453
Northumberland,E06000057,0.1779254470597596,0.839079236661378,0.6033154925850263,0.17596775391651448
Norwich,E07000148,-0.35899534543074346,-0.158779431928209,0.014362324294311066,-0.08739087973293316
Nottingham,E06000018,-0.0598573169199765,0.30924172231095015,0.7400484876297984,0.6417043942583577
Nuneaton and Bedworth,E07000219,-0.2322436000572434,-0.022376552265467246,-0.3113974093732474,-0.26427309327943593
Oadby and Wigston,E07000135,-0.43043649279421686,-0.3310047589870513,-0.5666427629010555,-0.5231013212657983
Oldham,E08000004,-0.03056721323816559,0.29844070343614615,0.14274895407197014,0.05527423681850851
Oxford,E07000178,-0.33584509012061126,-0.17095291725993544,0.24446492954064125,0.0820898775621688
Pembrokeshire,W06000009,-0.2934748605251246,-0.028386568683998924,-0.16960130173663734,-0.4342866041085959
Pendle,E07000122,-0.33020861019213954,-0.22667215214123348,-0.31218349045425753,-0.46679163879111873
Peterborough,E06000031,-0.1698014972590043,0.1732049793005224,0.22239817304440815,0.2595715389926714
Plymouth,E06000026,0.02813620042054412,0.4433837113568137,0.8153610935562133,0.4575739325183491
Poole,E06000029,-0.20137602648442163,0.9426452720699847,-0.1084503796873123,0.7055630504283699
Portsmouth,E06000044,-0.11461965958531493,0.14234980057269608,0.5723100651177268,0.29497899681364603
Powys,W06000023,-0.28859414498982167,0.03213286031513148,-0.05702692863509011,-0.33058537473387023
Preston,E07000123,-0.22060695546504364,-0.036362669861047636,-0.07441678553667233,-0.21259647192208345
Purbeck,E07000051,-0.48139102149256824,0.9697840416297785,-0.4074154889802629,0.3929571308850555
Reading,E06000038,-0.20124064852077142,-0.021174461933221155,0.09696707553214332,0.17981641962899786
Redbridge,E09000026,0.010007678458854077,0.3704075131500509,0.33409941332823684,0.579186539874781
Redcar and Cleveland,E06000003,-0.26622927228828547,0.022992125994515347,-0.22224651174044535,-0.3293955861474981
Redditch,E07000236,-0.3343247489482188,-0.20383491166978013,-0.4604083627596877,-0.38962161055360334
Reigate and Banstead,E07000211,-0.18129784279193017,0.06424299418973052,-0.3291175350756412,-0.14327509671077146
Rhondda Cynon Taff,W06000016,0.025128341714637164,0.5049502356905015,0.12563846568638132,-0.16598310805555289
Ribble Valley,E07000124,-0.4403969216796984,-0.2299178304781989,-0.4402501313431349,-0.47772175413856954
Richmond upon Thames,E09000027,-0.092279887986367,0.1872305398326574,0.17635803095422853,0.006083987655786405
Richmondshire,E07000166,-0.4561787241739428,-0.3719151112695811,0.15955118767415088,-0.5760084422787994
Rochdale,E08000005,-0.06133728082919581,0.2595652117239926,-0.014688037194737819,-0.02263478799892555
Rochford,E07000075,-0.32748687723651104,-0.16082972403658227,-0.47129518251409663,-0.5076826382235256
Rossendale,E07000125,-0.4115896051041574,-0.24751438715048577,-0.47688596276181994,-0.5572702250087275
Rother,E07000064,-0.36597767879867465,-0.1234592020828085,-0.34764796264297376,-0.42125813232133663
Rotherham,E08000018,0.0796023517346839,0.5227133601795373,0.08440966263177946,0.23598426119960716
Rugby,E07000220,-0.33740722475253404,-0.07168853483021312,-0.32031350444056045,-0.2203145527398028
Runnymede,E07000212,-0.3787351157375337,-0.20365706268289746,-0.3622523225701538,-0.32499594199713094
Rushcliffe,E07000176,-0.2758819064565607,0.014385151432894214,-0.35240298543718884,-0.3461074049390036
Rushmoor,E07000092,-0.32661278793914306,-0.1642921068912844,0.21808006169953942,-0.23667564321502696
Rutland,E06000017,-0.4987791032409646,-0.4058420920689296,-0.3938585366369794,-0.5525096086162132
Ryedale,E07000167,-0.4313376587781258,-0.30659628860828697,-0.43368772952102824,-0.5225969160356307
Salford,E08000006,-0.04470176104460169,0.2576486074169899,0.27692183979705387,0.5439705435937602
Sandwell,E08000028,0.06752023577123199,0.5241197526777678,0.15604795349152487,0.7776433192813268
Scarborough,E07000168,-0.35714829571715145,-0.05293024213698882,-0.10509218823126767,-0.2976585443375597
Sedgemoor,E07000188,-0.26602795967059656,-0.008205361233381803,-0.22309331871039517,-0.26826316674959816
Sefton,E08000014,0.12551302588701405,0.6303849664592941,0.20548812444461992,0.1129596445598341
Selby,E07000169,-0.3513984430079104,-0.13375569572327523,-0.4443391751002185,-0.37494292944502056
Sevenoaks,E07000111,-0.2581738973416012,-0.035075247799687084,-0.4097501390644123,-0.22320903228777728
Sheffield,E08000019,0.5460246359671608,1.1473495788804817,1.3005188660297402,0.6985586921834421
Shropshire,E06000051,0.12033694716343718,0.8311437556343022,0.5570120310154913,0.26051029969849265
Slough,E06000039,-0.2735980965388363,-0.18136109418905963,-0.13147618959743348,-0.0454293035579577
Solihull,E08000029,-0.036418733748398366,0.3760154188795829,-0.22510455390817516,-0.11249495802702364
South Bucks,E07000006,-0.40635461997521194,1.2917470985770212,-0.4843825731806961,0.9147351531224499
South Cambridgeshire,E07000012,-0.22511380155660712,0.1401316660682878,-0.12398379183973716,0.14807252570639662
South Derbyshire,E07000039,-0.30569774980765735,-0.024230040881807486,-0.3887219599848935,-0.36366904689488133
South Gloucestershire,E06000025,0.14985887523813943,0.7284653547542339,0.20518886607277415,0.14496723458963506
South Hams,E07000044,-0.4006812323011496,-0.17502560284129512,-0.3427733325386771,-0.36146611699752496
South Holland,E07000140,-0.3604291690362062,-0.14193263792866545,-0.3908680458681721,-0.2984079068601024
South Kesteven,E07000141,-0.21962677001341546,0.1047208734855423,-0.20811890037484354,-0.13638022863774008
South Lakeland,E07000031,-0.3544415492674755,-0.059929827468508626,-0.2634780425160562,-0.4110771013765576
South Norfolk,E07000149,-0.251041329572691,0.1490489546997281,-0.31527175445429273,-0.2119360027945342
South Northamptonshire,E07000155,-0.3227252713615827,1.0125696270117268,-0.43592898690996434,1.0040366470691566
South Oxfordshire,E07000179,-0.20102281176125544,0.052111027408258105,-0.05179164413858656,-0.09997891219151314
South Ribble,E07000126,-0.266255717217673,0.011270603375412129,-0.4196197852779676,-0.44192258674230034
South Somerset,E07000189,-0.2065227677669094,0.20261726891368667,0.07029545518157743,-0.1378161368180364
South Staffordshire,E07000196,-0.3176381658275999,-0.03695711249732316,-0.4863856274252508,-0.44579753677112943
South Tyneside,E08000023,-0.23713979405393137,-0.02329792644079997,-0.2408505455203771,-0.33692427854587736
Southampton,E06000045,-0.07056430914917719,0.2051286651759612,0.5221186741758109,0.4352717281412003
Southend-on-Sea,E06000033,-0.14152295786019936,0.15086558775820927,0.017323626916508704,0.002201616915752035
Southwark,E09000028,-0.1694223734659098,0.032395976485600726,0.7289645551498419,1.258460940599693
Spelthorne,E07000213,-0.29131502334675813,-0.10634991721300299,-0.4313564523981201,-0.3295024761415322
St Albans,E07000240,-0.2441480717461058,0.08832185303774566,-0.2796938479550585,-0.3454975996574171
St Edmundsbury,E07000204,-0.2949320932883029,0.16311760475855036,-0.19703330955886808,0.022404089069434845
St. Helens,E08000013,-0.1475773268062808,0.21462282891638904,-0.22972089328075732,-0.14894952293932087
